titleid,rating,title,isAdult,startYear,runtimeMinutes,genres
tt0000333Le sang d'Adonis donnant naissance à la rose rouge,0,Le sang d'Adonis donnant naissance à la rose rouge,0,1900,\N,Short
tt0000334Saut humidifié de M. Plick,0,Saut humidifié de M. Plick,0,1900,\N,Comedy
tt0000335Soldiers of the Cross,6.1,Soldiers of the Cross,0,1900,40,Biography
tt0000336La source,0,La source,0,1900,\N,Short
tt0000337Spanish Bullfight,5,Spanish Bullfight,0,1900,1,Short
tt0000338Suite de la danse,0,Suite de la danse,0,1900,\N,Short
tt0000339La tarentelle,0,La tarentelle,0,1900,\N,Short
tt0000340Uncle Josh in a Spooky Hotel,4.9,Uncle Josh in a Spooky Hotel,0,1900,1,Comedy
tt0000341Uncle Josh's Nightmare,4.9,Uncle Josh's Nightmare,0,1900,2,Comedy
tt0000342Une rage de dents,0,Une rage de dents,0,1900,\N,Comedy
tt0000343Valse directoire,0,Valse directoire,0,1900,\N,Short
tt0000344Valse lente,0,Valse lente,0,1900,\N,Short
tt0000345L'écossaise,0,L'écossaise,0,1900,\N,Short
tt0000346Another Job for the Undertaker,4.8,Another Job for the Undertaker,0,1901,2,Comedy
tt0000347Buffalo Bill's Wild West Parade,4.5,Buffalo Bill's Wild West Parade,0,1901,2,Documentary
tt0000348Charmant froufrou,0,Charmant froufrou,0,1901,\N,Short
tt0000350The Countryman's First Sight of the Animated Pictures,5.8,The Countryman's First Sight of the Animated Pictures,0,1901,1,Comedy
tt0000351Danses basques,0,Danses basques,0,1901,\N,Short
tt0000352Day at the Circus,5.6,Day at the Circus,0,1901,2,Documentary
tt0000353Execution of Czolgosz with Panorama of Auburn Prison,5.3,Execution of Czolgosz with Panorama of Auburn Prison,0,1901,4,Drama
tt0000354Exercício de Artilharia no Hipódromo de Belém,0,Exercício de Artilharia no Hipódromo de Belém,0,1901,\N,Documentary
tt0000355Fire!,6.2,Fire!,0,1901,5,Action
tt0000356Frivolité,0,Frivolité,0,1901,\N,Short
tt0000357The Haunted Curiosity Shop,5.8,The Haunted Curiosity Shop,0,1901,2,Comedy
tt0000358History of a Crime,6.2,History of a Crime,0,1901,5,Crime
tt0000359The India Rubber Head,7.1,The India Rubber Head,0,1901,3,Comedy
tt0000360Hussards et grisettes,0,Hussards et grisettes,0,1901,\N,Short
tt0000361Lavatory moderne,8.1,Lavatory moderne,0,1901,\N,Short
tt0000362Lecture quotidienne,0,Lecture quotidienne,0,1901,\N,Short
tt0000363Magical Sword,6.3,Magical Sword,0,1901,2,Fantasy
tt0000364Panorama of Esplanade by Night,5.6,Panorama of Esplanade by Night,0,1901,1,Documentary
tt0000365Parada de Bombeiros,0,Parada de Bombeiros,0,1901,\N,Documentary
tt0000366Uma Parada dos Alunos da Casa Pia de Lisboa,0,Uma Parada dos Alunos da Casa Pia de Lisboa,0,1901,\N,Documentary
tt0000367Pas de colombine,0,Pas de colombine,0,1901,\N,Short
tt0000368Little Red Riding Hood,6.2,Little Red Riding Hood,0,1901,\N,Fantasy
tt0000369A Road for Children's Bicycles in Barcelona,0,A Road for Children's Bicycles in Barcelona,0,1901,3,Documentary
tt0000371Scène d'amour,0,Scène d'amour,0,1901,\N,Short
tt0000372Scène d'ivresse,0,Scène d'ivresse,0,1901,\N,Short
tt0000373The Devil's Seven Castles,6.4,The Devil's Seven Castles,0,1902,11,Drama
tt0000374Tel est pris qui croyait prendre,0,Tel est pris qui croyait prendre,0,1901,\N,Short
tt0000375Uma Tourada à Antiga Portuguesa,0,Uma Tourada à Antiga Portuguesa,0,1901,\N,Documentary
tt0000376A táncz,7,A táncz,0,1901,\N,Documentary
tt0000377Undressing Extraordinary,6.2,Undressing Extraordinary,0,1901,3,Comedy
tt0000378Les vagues,0,Les vagues,0,1901,\N,Short
tt0000379Visita de la escuadra inglesa a Barcelona,5.2,Visita de la escuadra inglesa a Barcelona,0,1901,6,Documentary
tt0000380Sleeping Beauty,7.2,Sleeping Beauty,0,1903,\N,Drama
tt0000381Buffalo Bill's Wild West Show,4.2,Buffalo Bill's Wild West Show,0,1902,\N,News
tt0000382Carnaval en las ramblas,0,Carnaval en las ramblas,0,1902,9,Documentary
tt0000383Carreras de caballos en el hipódromo de Barcelona,0,Carreras de caballos en el hipódromo de Barcelona,0,1902,6,Documentary
tt0000384Miss Dundee and Her Performing Dogs,5.8,Miss Dundee and Her Performing Dogs,0,1902,3,Documentary
tt0000385Les clowns,0,Les clowns,0,1902,\N,Comedy
tt0000386La cour des miracles,0,La cour des miracles,0,1902,\N,Comedy
tt0000387The Coronation of King Edward VII,5.1,The Coronation of King Edward VII,0,1902,4,History
tt0000388Danse excentrique,5.2,Danse excentrique,0,1902,2,Short
tt0000389Danse fantaisiste,0,Danse fantaisiste,0,1902,\N,Short
tt0000390Danse mauresque,0,Danse mauresque,0,1902,\N,Short
tt0000391La dent récalcitrante,0,La dent récalcitrante,0,1902,\N,Comedy
tt0000392The Enchanted Cup,0,The Enchanted Cup,0,1903,\N,Fantasy
tt0000393En faction,0,En faction,0,1902,\N,Comedy
tt0000394Farces de cuisinière,0,Farces de cuisinière,0,1902,\N,Comedy
tt0000395La fiole enchantée,0,La fiole enchantée,0,1902,\N,Short
tt0000396Fruits de saison,0,Fruits de saison,0,1902,\N,Short
tt0000397La gavotte,0,La gavotte,0,1902,\N,Short
tt0000398La gigue,0,La gigue,0,1902,\N,Short
tt0000399Jack and the Beanstalk,6.1,Jack and the Beanstalk,0,1902,10,Fantasy
tt0000400Le lion savant,6.4,Le lion savant,0,1902,\N,Comedy
tt0000401Le marchand de ballons,0,Le marchand de ballons,0,1902,\N,Comedy
tt0000402Mother Goose Nursery Rhymes,6.7,Mother Goose Nursery Rhymes,0,1902,\N,Comedy
tt0000403Le pommier,0,Le pommier,0,1902,\N,Short
tt0000404Pour secouer la salade,0,Pour secouer la salade,0,1902,\N,Short
tt0000405La première gamelle,0,La première gamelle,0,1902,\N,Comedy
tt0000406The Prince of Darkness,5.4,The Prince of Darkness,0,1900,\N,Horror
tt0000407Procesión de las hijas de María de la parroquia de Sans,3.9,Procesión de las hijas de María de la parroquia de Sans,0,1902,2,Documentary
tt0000408Quadrille réaliste,0,Quadrille réaliste,0,1902,\N,Short
tt0000409Midwife to the Upper Classes,5.1,Midwife to the Upper Classes,0,1902,4,Comedy
tt0000410Demolishing and Building Up the Star Theatre,6.7,Demolishing and Building Up the Star Theatre,0,1901,2,Documentary
tt0000411Trompé mais content,0,Trompé mais content,0,1902,\N,Comedy
tt0000412The Troublesome Fly,4.1,The Troublesome Fly,0,1900,\N,Comedy
tt0000413The Devil's Money Bags,5.5,The Devil's Money Bags,0,1902,3,Comedy
tt0000414Uncle Josh at the Moving Picture Show,5.4,Uncle Josh at the Moving Picture Show,0,1902,2,Comedy
tt0000415A Peculiar Cabinet,0,A Peculiar Cabinet,0,1902,\N,Short
tt0000416Alcohol and Its Victims,5.3,Alcohol and Its Victims,0,1902,4,Drama
tt0000417A Trip to the Moon,8.2,A Trip to the Moon,0,1902,13,Action
tt0000418The Wild Man of Borneo,0,The Wild Man of Borneo,0,1902,\N,Drama
tt0000419L'équilibriste,0,L'équilibriste,0,1902,\N,Short
tt0000420Alice in Wonderland,6.2,Alice in Wonderland,0,1903,8,Family
tt0000421Les apaches pas veinards,0,Les apaches pas veinards,0,1903,\N,Short
tt0000422Les aventures d'un voyageur trop pressé,6,Les aventures d'un voyageur trop pressé,0,1903,\N,Short
tt0000423The Enchanted Box,5.5,The Enchanted Box,0,1903,1,Fantasy
tt0000424Les braconniers,0,Les braconniers,0,1903,\N,Short
tt0000425Buffalo Bill's Parade,5.4,Buffalo Bill's Parade,0,1903,\N,Documentary
tt0000426Buffalo Bill's Street Parade,4.8,Buffalo Bill's Street Parade,0,1903,\N,Documentary
tt0000427Cake-walk de la pendule,0,Cake-walk de la pendule,0,1903,\N,Short
tt0000428Carreras de bicicletas en el parque,0,Carreras de bicicletas en el parque,0,1903,\N,Documentary
tt0000429La chasse au cambrioleur,0,La chasse au cambrioleur,0,1903,\N,Short
tt0000430A Chess Dispute,5.9,A Chess Dispute,0,1903,1,Comedy
tt0000431Comme on fait son lit on se couche,0,Comme on fait son lit on se couche,0,1903,\N,Short
tt0000432How Monsieur Takes His Bath,5.7,How Monsieur Takes His Bath,0,1903,1,Comedy
tt0000433Compagnons de voyage encombrants,0,Compagnons de voyage encombrants,0,1903,\N,Short
tt0000434Dorothy's Dream,0,Dorothy's Dream,0,1903,\N,Fantasy
tt0000435Enlèvement en automobile et mariage précipité,0,Enlèvement en automobile et mariage précipité,0,1903,\N,Short
tt0000436An Extraordinary Cab Accident,6.2,An Extraordinary Cab Accident,0,1903,1,Comedy
tt0000437Faust et Méphistophélès,5.2,Faust et Méphistophélès,0,1903,2,Drama
tt0000438Le fiancé ensorcelé,0,Le fiancé ensorcelé,0,1903,\N,Short
tt0000439The Great Train Robbery,7.3,The Great Train Robbery,0,1903,11,Action
tt0000440La guirlande merveilleuse,5.5,La guirlande merveilleuse,0,1903,4,Fantasy
tt0000441Gulliver en el país de los gigantes,0,Gulliver en el país de los gigantes,0,1903,\N,Short
tt0000442Capital Execution,4.7,Capital Execution,0,1903,\N,Drama
tt0000443Hiawatha,6.2,Hiawatha,0,1903,15,Adventure
tt0000444Illusionniste renversant,0,Illusionniste renversant,0,1903,\N,Short
tt0000445Jocko musicien,0,Jocko musicien,0,1903,\N,Short
tt0000446Kit Carson,6.3,Kit Carson,0,1903,21,Short
tt0000447Life of an American Fireman,6.4,Life of an American Fireman,0,1903,6,Action
tt0000448Le liqueur du couvent,0,Le liqueur du couvent,0,1903,\N,Short
tt0000449Lutteurs américains,0,Lutteurs américains,0,1903,\N,Short
tt0000450La main du professeur Hamilton ou le roi des dollars,0,La main du professeur Hamilton ou le roi des dollars,0,1903,\N,Short
tt0000451Mary Jane's Mishap,6.6,Mary Jane's Mishap,0,1903,4,Comedy
tt0000452The Messenger Boy's Mistake,4.7,The Messenger Boy's Mistake,0,1903,2,Comedy
tt0000453Modelage express,0,Modelage express,0,1903,\N,Short
tt0000454La mouche,0,La mouche,0,1903,\N,Short
tt0000455The Music Lover,6.8,The Music Lover,0,1903,3,Comedy
tt0000456N.Y. Fire Department Returning,4.2,N.Y. Fire Department Returning,0,1903,\N,Documentary
tt0000457Ne bougeons plus,0,Ne bougeons plus,0,1903,\N,Short
tt0000458Nos bons étudiants,0,Nos bons étudiants,0,1903,\N,Short
tt0000459Panorama of Riker's Island N.Y.,4.5,Panorama of Riker's Island N.Y.,0,1903,2,Documentary
tt0000460The Pioneers,6.6,The Pioneers,0,1903,15,Short
tt0000461Potage indigeste,0,Potage indigeste,0,1903,\N,Short
tt0000462La poule fantaisiste,0,La poule fantaisiste,0,1903,\N,Short
tt0000463Puerto de Barcelona,0,Puerto de Barcelona,0,1903,1,Documentary
tt0000464Rip Van Winkle,4.8,Rip Van Winkle,0,1903,4,Comedy
tt0000465The Kingdom of the Fairies,7.3,The Kingdom of the Fairies,0,1903,16,Adventure
tt0000466Répétition dans un cirque,0,Répétition dans un cirque,0,1903,\N,Short
tt0000467Secours aux naufragés,0,Secours aux naufragés,0,1903,\N,Short
tt0000468Service précipité,0,Service précipité,0,1903,\N,Short
tt0000469The Sick Kitten,5.8,The Sick Kitten,0,1903,1,Comedy
tt0000470Les surprises de l'affichage,0,Les surprises de l'affichage,0,1903,\N,Short
tt0000471Uncle Tom's Cabin,5.1,Uncle Tom's Cabin,0,1903,13,Drama
tt0000472Uncle Tom's Cabin,6.6,Uncle Tom's Cabin,0,1903,\N,Drama
tt0000473La valise enchantée,0,La valise enchantée,0,1905,\N,Short
tt0000474Le voleur sacrilège,0,Le voleur sacrilège,0,1903,\N,Short
tt0000475Voyage of the 'Arctic',0,Voyage of the 'Arctic',0,1903,10,Drama
tt0000476Après la fête,0,Après la fête,0,1904,\N,Short
tt0000477L'assassinat du courrier de Lyon,0,L'assassinat du courrier de Lyon,0,1904,\N,Drama
tt0000478Behind the Scenes,0,Behind the Scenes,0,1904,\N,Comedy
tt0000479Rum vs. Cherries,5.3,Rum vs. Cherries,0,1904,4,Drama
tt0000480Le coffre enchanté,5.1,Le coffre enchanté,0,1904,3,Fantasy
tt0000481A Collier's Life,0,A Collier's Life,0,1904,\N,Short
tt0000482Comment on disperse les foules,0,Comment on disperse les foules,0,1904,\N,Comedy
tt0000483Les deux rivaux,0,Les deux rivaux,0,1904,\N,Comedy
tt0000484Les enfants du miracle,0,Les enfants du miracle,0,1904,\N,Short
tt0000485La gavotte de la reine,0,La gavotte de la reine,0,1904,\N,Short
tt0000486A Gentleman of France,0,A Gentleman of France,0,1905,5,Drama
tt0000487The Great Train Robbery,6.9,The Great Train Robbery,0,1904,8,Short
tt0000488The Land Beyond the Sunset,6.9,The Land Beyond the Sunset,0,1912,14,Drama
tt0000489La leçon de pipeau,0,La leçon de pipeau,0,1904,\N,Short
tt0000490L'oiseau envolé,0,L'oiseau envolé,0,1904,\N,Short
tt0000491Opening the Williamsburg Bridge,3.9,Opening the Williamsburg Bridge,0,1904,1,News
tt0000492Personal,5,Personal,0,1904,6,Comedy
tt0000493Pierrot Murderer,0,Pierrot Murderer,0,1904,\N,Short
tt0000494Le pompon malencontreux,0,Le pompon malencontreux,0,1904,\N,Short
tt0000495The Pearl Fisher,6,The Pearl Fisher,0,1907,12,Fantasy
tt0000496Railroad Smashup,6,Railroad Smashup,0,1904,\N,Action
tt0000497A Railway Tragedy,5.2,A Railway Tragedy,0,1904,5,Crime
tt0000498Rescued by Rover,6.7,Rescued by Rover,0,1905,7,Crime
tt0000499The Impossible Voyage,7.5,The Impossible Voyage,0,1904,24,Action
tt0000500The Abductors,0,The Abductors,0,1905,\N,Short
tt0000501Adventures of Sherlock Holmes,4.8,Adventures of Sherlock Holmes,0,1905,\N,Crime
tt0000502Bohemios,4.5,Bohemios,0,1905,100,\N
tt0000503Corrida de beneficencia en Zaragoza por Quinito y Montes,0,Corrida de beneficencia en Zaragoza por Quinito y Montes,0,1905,2,Documentary
tt0000504Coso y Paseo de Santa Engracia (Calles y plazas de Zaragoza),0,Coso y Paseo de Santa Engracia (Calles y plazas de Zaragoza),0,1905,\N,Documentary
tt0000505The Wig Chase,6.8,The Wig Chase,0,1906,\N,Comedy
tt0000506The Effects of Too Much Scotch,5.8,The Effects of Too Much Scotch,0,1905,\N,Drama
tt0000507Departure of Peary and the Roosevelt from New York,3.9,Departure of Peary and the Roosevelt from New York,0,1905,4,News
tt0000508Desde el coso a la calle Cerdán (Calles y plazas de Zaragoza),0,Desde el coso a la calle Cerdán (Calles y plazas de Zaragoza),0,1905,\N,Documentary
tt0000509The Inexperienced Chauffeur,6,The Inexperienced Chauffeur,0,1906,3,Comedy
tt0000510El dúo de la Africana,0,El dúo de la Africana,0,1905,\N,Short
tt0000511Esmeralda,6.7,Esmeralda,0,1905,10,Drama
tt0000512Funeral of Hiram Cronk,4.5,Funeral of Hiram Cronk,0,1905,4,Documentary
tt0000513Gigantes y cabezudos,0,Gigantes y cabezudos,0,1905,\N,Documentary
tt0000514Los guapos de la Vaquería del Parque,0,Los guapos de la Vaquería del Parque,0,1905,\N,Comedy
tt0000515Los guapos del parque,4.9,Los guapos del parque,0,1904,6,Comedy
tt0000516The Electric Hotel,6.6,The Electric Hotel,0,1908,8,Animation
tt0000517El húsar de la guardia,0,El húsar de la guardia,0,1905,\N,Short
tt0000518Juanito el forzudo,0,Juanito el forzudo,0,1905,\N,Short
tt0000519The Kleptomaniac,5.7,The Kleptomaniac,0,1905,8,Crime
tt0000520The Life of Charles Peace,6.3,The Life of Charles Peace,0,1905,14,Biography
tt0000521The Little Train Robbery,5.5,The Little Train Robbery,0,1905,12,Action
tt0000522The Moonshiners,0,The Moonshiners,0,1905,\N,Action
tt0000523Moose Hunting in Newfoundland,0,Moose Hunting in Newfoundland,0,1905,\N,Documentary
tt0000524New York Subway,5.8,New York Subway,0,1905,6,Documentary
tt0000525Hanging at Jefferson City,5.5,Hanging at Jefferson City,0,1910,7,Short
tt0000526Pennsylvania Tunnel Excavation,4.5,Pennsylvania Tunnel Excavation,0,1905,3,Documentary
tt0000527Plaza de la Magdalena (Calles y plazas de Zaragoza),0,Plaza de la Magdalena (Calles y plazas de Zaragoza),0,1905,\N,Documentary
tt0000528Raffles the Amateur Cracksman,6.5,Raffles the Amateur Cracksman,0,1905,15,Adventure
tt0000529Reuben in the Opium Joint,0,Reuben in the Opium Joint,0,1905,\N,Comedy
tt0000530Se da de comer,0,Se da de comer,0,1905,\N,Comedy
tt0000531Los sitios de Chile,0,Los sitios de Chile,0,1905,\N,Drama
tt0000532Torrero y la ribera (Calles y plazas de Zaragoza),0,Torrero y la ribera (Calles y plazas de Zaragoza),0,1905,\N,Documentary
tt0000533The Wooing and Wedding of a Coon,6.8,The Wooing and Wedding of a Coon,0,1907,\N,Comedy
tt0000534The '?' Motorist,6.6,The '?' Motorist,0,1906,3,Comedy
tt0000535The Anarchist's Mother-in-Law,5,The Anarchist's Mother-in-Law,0,1906,4,Comedy
tt0000536Apachentanz,0,Apachentanz,0,1906,6,Short
tt0000537Arrival of Immigrants Ellis Island,4.4,Arrival of Immigrants Ellis Island,0,1906,4,Documentary
tt0000538Bilbao Portugalete y los Altos Hornos,0,Bilbao Portugalete y los Altos Hornos,0,1906,\N,Documentary
tt0000539Bonden i København,0,Bonden i København,0,1906,\N,Short
tt0000540Branden i Frihavnen,0,Branden i Frihavnen,0,1906,\N,Short
tt0000541Caros død,0,Caros død,0,1906,6,Short
tt0000542Cerveza gratis,0,Cerveza gratis,0,1906,7,Comedy
tt0000543Kong Christian d. IXs Bisættelse,5.2,Kong Christian d. IXs Bisættelse,0,1906,15,Documentary
tt0000544The Dancer's Dream,0,The Dancer's Dream,0,1906,\N,Short
tt0000545Dream of a Racetrack Fiend,0,Dream of a Racetrack Fiend,0,1906,\N,Comedy
tt0000546Dream of a Rarebit Fiend,6.7,Dream of a Rarebit Fiend,0,1906,7,Comedy
tt0000547Ferias en San Sebastián y Cabalgata en la Ría,0,Ferias en San Sebastián y Cabalgata en la Ría,0,1906,\N,Documentary
tt0000548Fiskerliv i Norden,6.2,Fiskerliv i Norden,0,1906,\N,Short
tt0000549En foræring til min Kone,0,En foræring til min Kone,0,1906,\N,Short
tt0000550Proklamationen af Kong Frederik d. VIII,4.4,Proklamationen af Kong Frederik d. VIII,0,1906,3,News
tt0000551Fæstningskrigen,0,Fæstningskrigen,0,1906,\N,Short
tt0000552The Hand of the Artist,5.9,The Hand of the Artist,0,1907,2,Animation
tt0000553The Haunted Hotel,6.5,The Haunted Hotel,0,1907,5,Comedy
tt0000554Humorous Phases of Funny Faces,6.3,Humorous Phases of Funny Faces,0,1906,3,Animation
tt0000555Den hvide slavinde,5.1,Den hvide slavinde,0,1907,7,Short
tt0000556Hævnet,0,Hævnet,0,1907,\N,Romance
tt0000557Kathleen Mavourneen,4.7,Kathleen Mavourneen,0,1906,15,Drama
tt0000558Los kikos,0,Los kikos,0,1906,\N,Documentary
tt0000559Konfirmanden,0,Konfirmanden,0,1906,3,Short
tt0000560Ladrones burlados,0,Ladrones burlados,0,1906,\N,Short
tt0000561The Life of a Cowboy,5.3,The Life of a Cowboy,0,1906,13,Short
tt0000562Os Lusíadas,0,Os Lusíadas,0,1906,\N,Short
tt0000563Mellem Aber og Bjørne,0,Mellem Aber og Bjørne,0,1906,\N,Short
tt0000564A Modern Oliver Twist,0,A Modern Oliver Twist,0,1906,\N,Drama
tt0000565The Night Before Christmas,6.3,The Night Before Christmas,0,1905,9,Animation
tt0000566Professorens Morgenavis,0,Professorens Morgenavis,0,1906,5,Short
tt0000567The 400 Tricks of the Devil,6.8,The 400 Tricks of the Devil,0,1906,17,Fantasy
tt0000568Rosenborg Have,0,Rosenborg Have,0,1906,\N,Short
tt0000569Røverhøvdingens Flugt og Død,0,Røverhøvdingens Flugt og Død,0,1906,\N,Drama
tt0000570San Francisco Disaster,4.1,San Francisco Disaster,0,1906,3,Documentary
tt0000571The San Francisco Earthquake,6.9,The San Francisco Earthquake,0,1906,14,Documentary
tt0000572Secreto de confesión,0,Secreto de confesión,0,1906,7,Short
tt0000573Den sorte maske,0,Den sorte maske,0,1906,\N,Short
tt0000574The Story of the Kelly Gang,6,The Story of the Kelly Gang,0,1906,70,Action
tt000057520000 Leagues Under the Sea,5.7,20000 Leagues Under the Sea,0,1907,10,Adventure
tt0000576Ali Baba and the Forty Thieves,6.1,Ali Baba and the Forty Thieves,0,1907,13,Drama
tt0000577Angelo Tyrant of Padua,0,Angelo Tyrant of Padua,0,1907,\N,Drama
tt0000579The Bandit Makes Good,0,The Bandit Makes Good,0,1908,\N,Short
tt0000580A Batalha das Flores no Campo Grande,0,A Batalha das Flores no Campo Grande,0,1907,3,Documentary
tt0000581Bauernhaus und Grafenschloß,5.2,Bauernhaus und Grafenschloß,0,1907,\N,Short
tt0000582Ben Hur,4.8,Ben Hur,0,1907,15,Drama
tt0000583The Lady with the Camellias,5.2,The Lady with the Camellias,0,1907,14,Drama
tt0000584El ciego de la aldea,5,El ciego de la aldea,0,1907,8,Crime
tt0000585Concurso de sardanas en el parque Guell,0,Concurso de sardanas en el parque Guell,0,1907,6,Documentary
tt0000586A Curious Dream,6,A Curious Dream,0,1907,\N,Drama
tt0000587La dea del mare,0,La dea del mare,0,1907,\N,Short
tt0000588Der var engang,0,Der var engang,0,1907,\N,Short
tt0000589Descoberta da América por Cristovão Colombo,0,Descoberta da América por Cristovão Colombo,0,1907,\N,Documentary
tt0000590Dr. Skinum,0,Dr. Skinum,0,1907,10,Comedy
tt0000591The Prodigal Son,4.6,The Prodigal Son,0,1907,90,Drama
tt0000592Eureka Stockade,0,Eureka Stockade,0,1907,\N,Short
tt0000593Fiestas de San Antonio,0,Fiestas de San Antonio,0,1907,\N,Documentary
tt0000594The Flight from the Seraglio,5.4,The Flight from the Seraglio,0,1907,9,Drama
tt0000595From the Rococo Times,5.7,From the Rococo Times,0,1908,9,Drama
tt0000596Fyrtøjet,5.1,Fyrtøjet,0,1907,10,Short
tt0000597The Magic Mirror,5,The Magic Mirror,0,1907,7,Short
tt0000598Hamlet Prince of Denmark,5.2,Hamlet Prince of Denmark,0,1907,10,Drama
